iso3,age,sex,gs_text34,full_hce0,full_hce1,short_hce0,short_hce1
AFG,0,1,Birth asphyxia,0.21552028235274198,0.22107863044615944,0.2201973780698517,0.26487875294294994
AFG,0,1,Congenital malformation,0.15027967583304255,0.1423827592234528,0.13429445495154402,0.1368533503801285
AFG,0,1,Meningitis/Sepsis,0.0808251000010418,0.06380527174528144,0.07775442038752099,0.07898816338058673
AFG,0,1,Pneumonia,0.1506295740673121,0.15200926572112047,0.12017348939121307,0.13504506445628298
AFG,0,1,Preterm Delivery,0.3784927116513233,0.3957769456452605,0.42069659434824336,0.37398665828931704
AFG,0,1,Stillbirth,0.024252656094538298,0.024947127218725343,0.02688366285162693,0.010248010550734793
AFG,0,2,Birth asphyxia,0.23247615860632784,0.23924577897529625,0.2389058469275753,0.282167037571358
AFG,0,2,Congenital malformation,0.17555116952688304,0.16925426373826574,0.16187793742191756,0.16160112480723868
AFG,0,2,Meningitis/Sepsis,0.08375523105911742,0.06671659303710642,0.08093670341582758,0.08185428847179947
AFG,0,2,Pneumonia,0.1490784435741541,0.15037128402602887,0.11806944932859885,0.13333384410394758
AFG,0,2,Preterm Delivery,0.3345980286223971,0.3491484323136432,0.37297492957621264,0.3306756338649234
AFG,0,2,Stillbirth,0.02454096861112058,0.02526364790965941,0.027235133329867985,0.010368071180732822
AFG,7,1,Birth asphyxia,0.15625401102396447,0.15793114268744438,0.1549750955129027,0.20949544040247692
AFG,7,1,Congenital malformation,0.1736719556368833,0.1662927025753811,0.1581081806771489,0.15580432055798887
AFG,7,1,Meningitis/Sepsis,0.17806270021240914,0.16589294523245546,0.18553373369413925,0.17179172953567265
AFG,7,1,Pneumonia,0.2768808631499938,0.2876776090592983,0.2563905912932034,0.253429425291576
AFG,7,1,Preterm Delivery,0.2151304699767492,0.2222056004454208,0.24499239882260565,0.2094790842122854
AFG,7,1,Stillbirth,0.0,0.0,0.0,0.0
AFG,7,2,Birth asphyxia,0.1622748592259854,0.16437464269315305,0.16168143872181168,0.21476511171304047
AFG,7,2,Congenital malformation,0.2072472357998539,0.20242207130616344,0.19560898567853027,0.1885400627307033
AFG,7,2,Meningitis/Sepsis,0.1674129521176218,0.1546040575033737,0.17360793149569548,0.16153530930305662
AFG,7,2,Pneumonia,0.2599509064188845,0.2693763993779687,0.23782692607250736,0.2372682083171135
AFG,7,2,Preterm Delivery,0.20311404643765446,0.20922282911934095,0.2312747180314552,0.19789130793608609
AFG,7,2,Stillbirth,0.0,0.0,0.0,0.0
AFG,99,3,Birth asphyxia,0.17583286175382282,0.17677167272523495,0.17607506478148294,0.19274477529690168
AFG,99,3,Congenital malformation,0.1797320787433536,0.1778233529172932,0.17561157319004664,0.17504118669419427
AFG,99,3,Meningitis/Sepsis,0.13020968401449634,0.12579506871980578,0.13077403002200005,0.12934771674366416
AFG,99,3,Pneumonia,0.1720476229473954,0.17294815312437034,0.16312110363544294,0.16666468993529884
AFG,99,3,Preterm Delivery,0.3340408583017553,0.33864573063525244,0.3459525417413,0.3327303114180801
AFG,99,3,Stillbirth,0.008136894239176512,0.008016021878043313,0.008465686629727364,0.003471319911861169
AGO,0,1,Birth asphyxia,0.2550953191913205,0.2630710926283369,0.2634410979116236,0.30271814619310783
AGO,0,1,Congenital malformation,0.12868814385885116,0.11959810944739095,0.11105889199158617,0.11588538663446435
AGO,0,1,Meningitis/Sepsis,0.2141269144667337,0.20617406563131485,0.2239146117448602,0.21046929790629376
AGO,0,1,Pneumonia,0.12276613157198475,0.12230691568920088,0.09045002632513692,0.10794460879710324
AGO,0,1,Preterm Delivery,0.25565988598602074,0.2645478209671979,0.2849672464802416,0.2529799729559228
AGO,0,1,Stillbirth,0.02366360492508932,0.0243019956365584,0.026168125546551516,0.010002587513107869
AGO,0,2,Birth asphyxia,0.2620505662088817,0.2707200144445852,0.2713313401280124,0.3108455876107507
AGO,0,2,Congenital malformation,0.12564557726903147,0.11609019471699784,0.10719109460047713,0.11254453424222237
AGO,0,2,Meningitis/Sepsis,0.22935313618374906,0.22218427975276575,0.2409351201343002,0.2253791396186603
AGO,0,2,Pneumonia,0.12217270699826205,0.12166070270911285,0.08883579201841266,0.10696379923864008
AGO,0,2,Preterm Delivery,0.2364731033969275,0.2443403519511019,0.26475935071539425,0.23399716587846026
AGO,0,2,Stillbirth,0.024304909943148358,0.025004456425436285,0.026947302403403484,0.010269773411266251
AGO,7,1,Birth asphyxia,0.13924084579471227,0.13964048367797482,0.13614548981502,0.1915401919849264
AGO,7,1,Congenital malformation,0.1536759783679056,0.14507773732349968,0.13641673818496605,0.136899526471681
AGO,7,1,Meningitis/Sepsis,0.3741155903330511,0.37645094966354703,0.4027456621516948,0.3621049923660706
AGO,7,1,Pneumonia,0.22888358543064602,0.23589305168509198,0.20379642384584265,0.2075201709503087
AGO,7,1,Preterm Delivery,0.10408400007368517,0.10293777764988644,0.12089568600247635,0.1019351182270134
AGO,7,1,Stillbirth,0.0,0.0,0.0,0.0
AGO,7,2,Birth asphyxia,0.14564641514159002,0.1465081427044522,0.14324948852396285,0.19776254943641494
AGO,7,2,Congenital malformation,0.16217251661546825,0.1541852846706324,0.1458368311844356,0.14513665209122675
AGO,7,2,Meningitis/Sepsis,0.3765269972891316,0.3790367721367632,0.4054264809590265,0.3644413956724128
AGO,7,2,Pneumonia,0.21460267756561344,0.22058359927822244,0.18795143935661607,0.19366584954372093
AGO,7,2,Preterm Delivery,0.1010513933881966,0.0996862012099298,0.11753575997595893,0.09899355325622457
AGO,7,2,Stillbirth,0.0,0.0,0.0,0.0
AGO,99,3,Birth asphyxia,0.18897201078106088,0.1901603782657772,0.18960500258495144,0.20540354461183846
AGO,99,3,Congenital malformation,0.13659383057461305,0.13383600195724182,0.13127540390345493,0.13222316627383845
AGO,99,3,Meningitis/Sepsis,0.3435549124310409,0.34369099644476897,0.35055085375469075,0.3417041735745138
AGO,99,3,Pneumonia,0.12711591218879345,0.1270587802394155,0.11706029262037468,0.12207880983574447
AGO,99,3,Preterm Delivery,0.19582859373126527,0.19744111561639974,0.2032594377196947,0.19520481935446812
AGO,99,3,Stillbirth,0.007934740293226447,0.007812727476396723,0.008249009416833384,0.0033854863495966967
